status_id,tweet_id,created_at,screen_name,text,is_retweet
1290654729580744718,160,2020-08-04T14:24:01Z,Maaxxoo69,"AAPL: 440.63 at Aug 4, 2020 2:23 PM",FALSE
1290652191892680707,161,2020-08-04T14:13:56Z,Maaxxoo69,"AAPL: 438.4506 at Aug 4, 2020 2:13 PM",FALSE
1290645044479823873,162,2020-08-04T13:45:32Z,Maaxxoo69,"AAPL: 435.7 at Aug 4, 2020 1:45 PM",FALSE
1290659828973686784,163,2020-08-04T14:44:17Z,Maaxxoo69,"AAPL: 439.5247 at Aug 4, 2020 2:44 PM",FALSE
1290648101905195011,164,2020-08-04T13:57:41Z,Maaxxoo69,"AAPL: 438.03 at Aug 4, 2020 1:57 PM",FALSE
1290647068630024198,165,2020-08-04T13:53:34Z,Maaxxoo69,"AAPL: 437.9052 at Aug 4, 2020 1:53 PM",FALSE
1290363581284876290,166,2020-08-03T19:07:06Z,Maaxxoo69,"AAPL: 437.8 at Aug 3, 2020 7:07 PM",FALSE
1290650141003788289,167,2020-08-04T14:05:47Z,Maaxxoo69,"AAPL: 439.22 at Aug 4, 2020 2:05 PM",FALSE
1290366641751101440,168,2020-08-03T19:19:15Z,Maaxxoo69,"AAPL: 436.7132 at Aug 3, 2020 7:19 PM",FALSE
1290374747654692864,169,2020-08-03T19:51:28Z,Maaxxoo69,"AAPL: 435.59 at Aug 3, 2020 7:51 PM",FALSE
1290673075089014786,170,2020-08-04T15:36:55Z,Maaxxoo69,"AAPL: 438.4893 at Aug 4, 2020 3:36 PM",FALSE
1290671555203207173,171,2020-08-04T15:30:52Z,Maaxxoo69,"AAPL: 438.9099 at Aug 4, 2020 3:30 PM",FALSE
1290372729284243457,172,2020-08-03T19:43:27Z,Maaxxoo69,"AAPL: 437.49 at Aug 3, 2020 7:43 PM",FALSE
1290654216864829442,173,2020-08-04T14:21:59Z,Maaxxoo69,"AAPL: 439.9169 at Aug 4, 2020 2:21 PM",FALSE
1290365638691753991,174,2020-08-03T19:15:16Z,Maaxxoo69,"AAPL: 437.77 at Aug 3, 2020 7:15 PM",FALSE
1290665437303275521,175,2020-08-04T15:06:34Z,Maaxxoo69,"AAPL: 438.1017 at Aug 4, 2020 3:06 PM",FALSE
1290674611139629061,176,2020-08-04T15:43:01Z,Maaxxoo69,"AAPL: 439.15 at Aug 4, 2020 3:42 PM",FALSE
